17:51:51.151424,IP,bom05s12-in-f10.1e100.net.https,>,10.0.2.15.35050:,Flags,[A],,ack,197,,win,65535,,length,0,,,,,,,,,,,,,
17:51:51.325861,IP,bom05s12-in-f10.1e100.net.https,>,10.0.2.15.35050:,Flags,[A],,ack,290,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.893080,IP,edge-star-mini-shv-01-bom1.facebook.com.https,>,10.0.2.15.35288:,Flags,[A],,ack,518,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.962123,IP,edge-star-mini-shv-01-bom1.facebook.com.https,>,10.0.2.15.35288:,Flags,[A],,ack,569,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.963210,IP,edge-star-mini-shv-01-bom1.facebook.com.https,>,10.0.2.15.35288:,Flags,[A],,ack,746,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.963228,IP,edge-star-mini-shv-01-bom1.facebook.com.https,>,10.0.2.15.35288:,Flags,[A],,ack,1045,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.005156,IP,edge-star-mini-shv-01-bom1.facebook.com.https,>,10.0.2.15.35288:,Flags,[A],,ack,1083,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.263805,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,518,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.308537,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,569,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.312476,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,746,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.312504,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,966,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.378257,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,1004,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.586286,IP,bom07s01-in-f8.1e100.net.https,>,10.0.2.15.36744:,Flags,[A],,ack,1050,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.799455,IP,151.101.64.134.https,>,10.0.2.15.37710:,Flags,[A],,ack,518,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.844591,IP,151.101.64.134.https,>,10.0.2.15.37710:,Flags,[A],,ack,569,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.784841,IP,151.101.64.134.https,>,10.0.2.15.37710:,Flags,[A],,ack,1347,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.827268,IP,151.101.64.134.https,>,10.0.2.15.37710:,Flags,[A],,ack,1378,,win,65535,,length,0,,,,,,,,,,,,,
17:51:48.827289,IP,151.101.64.134.https,>,10.0.2.15.37710:,Flags,[A],,ack,1379,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.795905,IP,151.101.64.134.https,>,10.0.2.15.37712:,Flags,[A],,ack,518,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.843569,IP,151.101.64.134.https,>,10.0.2.15.37712:,Flags,[A],,ack,569,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.844132,IP,151.101.64.134.https,>,10.0.2.15.37712:,Flags,[A],,ack,1698,,win,65535,,length,0,,,,,,,,,,,,,
17:51:50.633458,IP,151.101.64.134.https,>,10.0.2.15.37712:,Flags,[A],,ack,2615,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.789615,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,ack,201,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.862097,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,seq,4111:5531,,ack,201,,win,65535,,length,1420,,,,,,,,,,
17:51:49.869363,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,ack,327,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.882092,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,ack,504,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.882314,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,ack,778,,win,65535,,length,0,,,,,,,,,,,,,
17:51:49.973635,IP,server-13-33-170-37.maa50.r.cloudfront.net.https,>,10.0.2.15.38838:,Flags,[A],,ack,816,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.843579,IP,104.16.80.166.https,>,10.0.2.15.39446:,Flags,[A],,ack,518,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.879954,IP,104.16.80.166.https,>,10.0.2.15.39446:,Flags,[A],,ack,569,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.882204,IP,104.16.80.166.https,>,10.0.2.15.39446:,Flags,[A],,ack,746,,win,65535,,length,0,,,,,,,,,,,,,
17:51:47.941728,IP,104.16.80.166.https,>,10.0.2.15.39446:,Flags,[A],,ack,784,,win,65535,,length,0,,,,,,,,,,,,,
